2	1	1	1	1	1	0	1
3	-99	-99	-99	-99	-99	0	1
6	1	1	0	1	0	0	1
6	0	1	1	0	1	0	1
6	1	1	0	0	0	0	1
6	1	0	0	1	0	0	1
7	1	1	1	1	0	0	0
7	0	1	1	1	0	0	0
8	1	1	1	1	0	0	1
8	0	1	1	1	1	0	1
8	0	1	1	1	0	0	1
9	0	1	0	0	0	0	0
10	-99	-99	-99	-99	-99	0	0
12	1	1	1	1	1	0	1
12	-99	-99	-99	-99	-99	0	1
13	1	1	0	1	0	0	0
13	0	1	0	0	0	0	0
13	0	1	0	1	0	0	0
13	0	1	0	0	0	0	0
14	0	1	1	1	0	0	0
14	0	1	1	1	0	0	0
14	1	0	1	1	1	0	0
15	1	1	0	0	0	0	1
15	1	0	1	0	1	0	1
15	1	1	0	0	1	0	1
17	1	1	1	1	1	0	1
17	1	1	1	1	1	0	1
17	1	0	1	1	0	0	1
18	1	1	1	1	1	0	1
19	1	1	1	1	0	0	1
19	0	1	1	1	0	0	1
19	0	1	1	0	0	0	1
19	1	1	0	0	0	0	1
19	1	1	0	0	0	0	1
21	1	1	1	1	0	0	0
21	-99	-99	-99	-99	-99	0	0
23	1	1	0	0	0	0	0
23	1	1	1	1	1	0	0
23	1	1	0	1	0	0	0
24	1	1	0	0	0	0	1
24	1	1	0	1	0	0	1
32	1	1	1	1	0	0	0
32	1	1	0	0	0	0	0
33	0	1	0	0	0	0	1
33	1	1	0	0	0	0	1
34	1	1	0	0	0	0	0
34	1	1	0	1	0	0	0
35	1	1	1	1	1	0	1
35	1	1	1	1	1	0	1
35	1	1	1	0	1	0	1
35	0	1	1	1	1	0	1
36	0	0	1	0	1	0	1
36	0	0	1	0	1	0	1
36	1	0	1	0	1	0	1
36	1	1	0	0	0	0	1
38	1	0	1	0	0	0	1
38	1	1	1	1	1	0	1
38	0	1	1	1	0	0	1
38	0	1	1	1	0	0	1
39	1	1	1	0	1	0	0
39	1	0	1	1	1	0	0
39	0	1	1	1	1	0	0
39	0	1	0	1	0	0	0
39	0	1	1	1	0	0	0
39	0	1	1	1	0	0	0
39	1	1	0	1	0	0	0
39	0	1	0	1	0	0	0
41	1	1	0	1	0	0	0
41	0	1	0	0	0	0	0
41	0	1	0	1	0	0	0
41	1	1	0	1	0	0	0
